pollotion_type;lon;lat;reg_date;last_date;ground_type;square;pollution_level;restovration_date
нефть;76,718872;61,050831;02.03.2021;06.09.2020;земли лесного фонда в долгосрочной аренде;0,0192;Отбор проб не производился;до 2025
нефть;76,679411;61,243724;02.03.2021;08.09.2020;земли лесного фонда в долгосрочной аренде;0,033;Отбор проб не производился;до 2025
нефть;76,688512;61,300890;02.03.2021;09.09.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2643;Отбор проб не производился;до 2025
нефть;76,930068;61,166933;02.03.2021;11.09.2020;земли лесного фонда;0,0025;Отбор проб не производился;до 2025
подтоварная вода;76,949193;61,215104;02.03.2021;12.09.2020;земли лесного фонда в долгосрочной аренде;0,0105;Отбор проб не производился;до 2025
нефть;76,899773;61,091061;02.03.2021;12.09.2020;земли лесного фонда в долгосрочной аренде;0,0062;Отбор проб не производился;до 2025
нефть;76,890648;61,049771;02.03.2021;13.09.2020;земли лесного фонда в долгосрочной аренде;0,0297;Отбор проб не производился;до 2025
подтоварная вода;76,941963;61,172851;02.03.2021;17.09.2020;земли лесного фонда в долгосрочной аренде;0,0007;Отбор проб не производился;до 2025
нефть;76,674189;61,234365;02.03.2021;19.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0084;Отбор проб не производился;до 2025
нефть;76,478122;61,027099;02.03.2021;20.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0015;Отбор проб не производился;до 2025
подтоварная вода;76,848793;61,019649;02.03.2021;20.09.2020;земли лесного фонда в долгосрочной аренде;0,0002;Отбор проб не производился;до 2025
нефть;76,805336;61,200694;02.03.2021;20.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0181;Отбор проб не производился;до 2025
нефть;76,841143;61,068526;02.03.2021;21.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0361;Отбор проб не производился;до 2025
нефть;76,919945;61,090730;02.03.2021;21.09.2020;земли лесного фонда в долгосрочной аренде;0,0277;Отбор проб не производился;до 2025
нефть;76,682559;61,236162;02.03.2021;22.09.2020;земли лесного фонда в долгосрочной аренде;0,0678;Отбор проб не производился;до 2025
нефть;76,795890;61,141138;02.03.2021;24.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,2364;Отбор проб не производился;до 2025
нефть;76,824655;61,204414;02.03.2021;25.09.2020;земли лесного фонда в долгосрочной аренде;0,0856;Отбор проб не производился;до 2025
нефть;76,698874;61,164792;02.03.2021;26.09.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0355;Отбор проб не производился;до 2025
нефть;76,948328;61,161333;02.03.2021;27.09.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2484;Отбор проб не производился;до 2025
нефть;76,489011;61,260386;02.03.2021;29.09.2020;земли промышленности;0,1973;Отбор проб не производился;до 2025
нефть;76,752959;61,178975;02.03.2021;30.09.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,0652;Отбор проб не производился;до 2025
нефть;76,755637;61,254387;02.03.2021;02.10.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,028;Отбор проб не производился;до 2025
нефть;76,825265;61,046786;02.03.2021;06.10.2020;земли лесного фонда в долгосрочной аренде, земли промышленности;0,0205;Отбор проб не производился;до 2025
нефть;76,611094;61,088238;02.03.2021;07.10.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,064;Отбор проб не производился;до 2025
подтоварная вода;76,932940;61,047320;02.03.2021;10.10.2020;земли промышленности;0,0337;Отбор проб не производился;до 2025
нефть;76,900486;61,138027;02.03.2021;10.10.2020;земли лесного фонда в долгосрочной аренде;0,2451;Отбор проб не производился;до 2025
нефть;76,662693;61,260379;02.03.2021;12.10.2020;земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,2745;Отбор проб не производился;до 2025
нефть;76,877300;61,179113;02.03.2021;14.10.2020;земли лесного фонда в долгосрочной аренде;0,0832;Отбор проб не производился;до 2025
нефть;76,764313;61,260110;02.03.2021;15.10.2020;земли лесного фонда в долгосрочной аренде, земли промышленности, земли лесного фонда;0,149;Отбор проб не производился;до 2025
нефть;76,858235;61,174951;02.03.2021;16.10.2020;земли промышленности;0,0745;Отбор проб не производился;до 2025
