pollotion_type;lon;lat;reg_date;last_date;ground_type;square;pollution_level;restovration_date
нефтесодержащая жидкость;76,582455;61,140587;19.03.2019;"20.02.2018;  11:20";земли лесного фонда в долгосрочной аренде;0,0165;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,798909;61,196913;19.03.2019;"02.03.2018;  11:10";земли лесного фонда в долгосрочной аренде;0,0688;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,694883;61,036172;19.03.2019;"09.03.2018;  10:15";земли лесного фонда в долгосрочной аренде;0,0707;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,604772;61,155081;19.03.2019;"11.03.2018;  03:30";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,0343;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,87533;61,200236;19.03.2019;"14.03.2018;  06:00";земли лесного фонда в долгосрочной аренде;0,019;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,4369;61,138137;19.03.2019;"15.03.2018;  10:30";земли лесного фонда в долгосрочной аренде, земли лесного фонда;0,196;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,876253;61,096197;19.03.2019;"24.03.2018;  15:10";земли лесного фонда в долгосрочной аренде;0,0039;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,765902;61,044165;19.03.2019;"27.03.2018;  11:15";земли лесного фонда в долгосрочной аренде;0,0055;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,637025;61,090183;19.03.2019;"30.03.2018;  06:50";земли лесного фонда в долгосрочной аренде;0,0312;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,849316;61,02029;19.03.2019;"02.04.2018;  13:20";земли лесного фонда в долгосрочной аренде;0,007;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,358503;61,20724;19.03.2019;"06.04.2018;  10:05";земли лесного фонда в долгосрочной аренде, земли промышленности;0,0263;Отбор проб не производился;До 2021
нефтесодержащая жидкость;76,778303;61,116925;19.03.2019;"10.04.2018;  10:30";земли лесного фонда в долгосрочной аренде;0,0084;Отбор проб не производился;До 2021
